name,line
Grimes,"On my end, the Juno-G, the two pedals... I make the backup vocals, obviously. My backup singers are my loop pedal, and my main pedal is for main shit. I also use an SP-404 sampler. I'm running my vocals through Cecil , who is doing more vocal processing. Calvin is playing electronic drums. Eric is extra keys plus noise plus I think some percussion. I let them jam because they're really good, so it's getting increasingly jammy."
Interviewer,So that's how you would describe working with them?
Grimes,"Definitely, like, super psychedelic and great. It's way better, I wish they were my permanent band, because they're fucking amazing. I start the set with me; I play two songs, then they come on, and it just makes everything so much bigger and better. People immediately start dancing when they come on stage because it's so much louder and  so much more percussion. They're good at that"
Interviewer,"And has that helped? If I recall these things correctly, you started out on your own."
Grimes,"I think it just makes me a lot more confident as a performer, because the audience isn't just focused on me. It's definitely a psychological thing. I'm going to be really depressed when I have to go back to not having a band."
Interviewer,Perhaps you should start one again.
Grimes,"Well, the kind of people I want to be in my band have priorities. The kind of people I want to contribute something cool to the live set are doing their own shit. I can't ask them to, and I don't want to just pay for session musicians, because I want someone who's going to do something weird."
Interviewer,"I wanted to talk a little bit about your artwork. Going over interviews and other things, you seem to emphasize using black-ink drawings in your art. What put you to that?"
Grimes,"I just have a real history with comics. I used to work at Drawn and Quarterly. My mom used to be a comic book publisher. So I'm just, deep in my heart, a super comic nerd. I'm also a Charles Burns fan. You can definitely see in my work he's a huge influence for me. But I'm also totally obsessed with Hieronymous Bosch at the same time. So my thing is bringing together super medieval panoramic shit through a Charles Burns-ish filter, and then making it really psychedelic, and super feminine and violent and scary. I forgot what we were talking about, sorry if I'm rambling."
Interviewer,Any particular comics you enjoy right now?
Grimes,"I'm actually opposed to comics right now. I have a very complex relationship with comics, but as of right now, I'm opposed to comics. But they still influence me a lot."
Interviewer,I wonder why....
Grimes,"It's because I've been drawing since I was little and that was just my style. I mean, I started drawing because I was trying to imitate anime, and then I got into Dan Clowes and guys like that."
Interviewer,"And how would you say that incorporates into your other work, say your music and production?"
Grimes,"I don't think it incorporates because it's all from the same brain I feel like there's a feeling that exists in all the work that I do, whether it's my art or my music or my video art."
